ticker,period,metric,value,unit,source_url,verified
LUV,2016Q2,available_seat_miles,38225282.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238016000250/er-6302016xerdoc.htm,True
LUV,2016Q3,available_seat_miles,37881510.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238016000268/er-9302016xerdoc.htm,True
LUV,2016Q4,available_seat_miles,37147109.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238017000006/er-12312016xerdoc.htm,True
LUV,2017Q1,available_seat_miles,36699870.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238017000076/er-3312017xerdoc.htm,True
LUV,2017Q2,available_seat_miles,40171225.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238017000144/er-6302017xerdoc.htm,True
LUV,2017Q3,available_seat_miles,39053164.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238017000161/er-9302017xerdoc.htm,True
LUV,2017Q4,available_seat_miles,37886814.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238018000008/er-12312017xerdoc.htm,True
LUV,2018Q1,available_seat_miles,37366468.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238018000071/er-3312018xerdoc.htm,True
LUV,2018Q2,available_seat_miles,41492281.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238018000106/er-6302018xerdoc.htm,True
LUV,2018Q3,available_seat_miles,40569507.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238018000127/er-9302018xerdoc.htm,True
LUV,2018Q4,available_seat_miles,40366897.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238019000004/er-12312018xerdoc.htm,True
LUV,2019Q1,available_seat_miles,37885.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238019000046/er-3312019xerdoc.htm,True
LUV,2019Q2,available_seat_miles,39985.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238019000075/er-6302019xerdoc.htm,True
LUV,2019Q3,available_seat_miles,39379.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238019000083/er-9302019xerdoc.htm,True
LUV,2019Q4,available_seat_miles,40004.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238020000004/er-12312019xerdoc.htm,True
LUV,2020Q1,available_seat_miles,35350.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238020000059/er-3312020xerdoc.htm,True
LUV,2020Q2,available_seat_miles,17887.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238020000119/er-6302020xerdoc.htm,True
LUV,2020Q3,available_seat_miles,26464.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238020000141/er-9302020xerdoc.htm,True
LUV,2020Q4,available_seat_miles,23756.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238021000006/er-12312020xerdoc.htm,True
LUV,2021Q1,available_seat_miles,23146.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238021000092/er-3312021xerdoc.htm,True
LUV,2021Q2,available_seat_miles,33414.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238021000140/er-6302021xerdoc.htm,True
LUV,2021Q3,available_seat_miles,38756.0,millions,https://www.sec.gov/Archives/edgar/data/92380/000009238021000156/er-9302021xerdoc.htm,True
